uid,FTO,language
mandarin-076-070-225030,180,Mandarin
mandarin-076-074-230420,860.0000000000291,Mandarin
mandarin-076-086-256310,300,Mandarin
mandarin-076-098-271210,460,Mandarin
mandarin-076-107-294090,-89.99999999994179,Mandarin
mandarin-076-109-295960,-20,Mandarin
mandarin-076-118-311670,90,Mandarin
mandarin-076-125-321080,2390,Mandarin
mandarin-076-133-338370,-160,Mandarin
mandarin-076-151-363720,970,Mandarin
mandarin-076-153-367710,290,Mandarin
mandarin-076-158-373770,-20,Mandarin
mandarin-076-164-381200,30,Mandarin
mandarin-076-166-382570,200,Mandarin
mandarin-076-170-391820,750,Mandarin
mandarin-076-172-396540,620,Mandarin
mandarin-076-174-399240,830.0000000000582,Mandarin
mandarin-076-176-402560,80,Mandarin
mandarin-076-197-434700,-80,Mandarin
mandarin-076-210-446730,-260,Mandarin
mandarin-076-214-454180,570,Mandarin
mandarin-076-216-457030,40,Mandarin
mandarin-076-227-475460,10,Mandarin
mandarin-076-231-479300,100,Mandarin
mandarin-076-235-483710,170,Mandarin
mandarin-076-240-488620,200,Mandarin
mandarin-076-251-507960,130,Mandarin
mandarin-076-254-510850,-310,Mandarin
mandarin-076-257-512970,-360.0000000000582,Mandarin
mandarin-076-260-519490,260,Mandarin
mandarin-076-271-546170,2160,Mandarin
mandarin-076-274-554220,330,Mandarin
mandarin-076-286-575290,-130,Mandarin
mandarin-076-291-581690,870,Mandarin
mandarin-076-295-585280,-1270,Mandarin
mandarin-076-298-589600,-150,Mandarin
mandarin-076-305-608770,810,Mandarin
mandarin-076-308-611620,940,Mandarin
mandarin-076-317-626890,550,Mandarin
mandarin-076-321-634150,650,Mandarin
mandarin-076-327-644870,310,Mandarin
mandarin-076-329-651120,-130,Mandarin
mandarin-076-331-654890,-180,Mandarin
mandarin-076-335-661910,690,Mandarin
mandarin-076-347-687890,120,Mandarin
mandarin-076-354-694640,220,Mandarin
mandarin-076-356-699830,60,Mandarin
mandarin-077-009-200090,-1550,Mandarin
mandarin-077-012-211980,-7200,Mandarin
mandarin-077-024-235330,169.9999999999709,Mandarin
mandarin-077-026-247320,230,Mandarin
mandarin-077-038-278600,200,Mandarin
mandarin-077-040-281500,-1040,Mandarin
mandarin-077-044-291000,60,Mandarin
mandarin-077-048-300270,490,Mandarin
mandarin-077-051-306880,-1660,Mandarin
mandarin-077-054-312200,-60,Mandarin
mandarin-077-057-319640,850,Mandarin
mandarin-077-060-323100,-2420,Mandarin
mandarin-077-076-361590,-60,Mandarin
mandarin-077-078-365720,0,Mandarin
mandarin-077-080-367950,0,Mandarin
mandarin-077-096-404690,400,Mandarin
mandarin-077-098-408430,-90,Mandarin
mandarin-077-100-414420,79.99999999994179,Mandarin
mandarin-077-102-416440,60,Mandarin
mandarin-077-104-418920,20,Mandarin
mandarin-077-118-443590,160,Mandarin
mandarin-077-124-463980,-3300,Mandarin
mandarin-077-127-472750,150,Mandarin
mandarin-077-129-474270,210,Mandarin
mandarin-077-131-477250,-370,Mandarin
mandarin-077-133-480450,-140,Mandarin
mandarin-078-004-124460,-250,Mandarin
mandarin-078-023-170620,-4380,Mandarin
mandarin-078-027-189450,1140,Mandarin
mandarin-078-042-239740,10,Mandarin
mandarin-078-044-246370,670,Mandarin
mandarin-078-049-265120,330,Mandarin
mandarin-078-065-318750,-2280,Mandarin
mandarin-078-073-353270,-60,Mandarin
mandarin-078-095-417770,-300,Mandarin
mandarin-078-097-420390,910,Mandarin
mandarin-078-100-431140,230,Mandarin
mandarin-078-103-438140,230,Mandarin
mandarin-078-115-462740,190,Mandarin
mandarin-078-122-479410,-550.0000000000582,Mandarin
mandarin-078-125-483470,1140,Mandarin
mandarin-078-133-506830,780,Mandarin
mandarin-078-138-517580,780.0000000001164,Mandarin
mandarin-078-148-547040,890,Mandarin
mandarin-078-158-571460,810,Mandarin
mandarin-078-164-589270,670,Mandarin
mandarin-078-169-596920,120,Mandarin
mandarin-078-177-616400,-20,Mandarin
mandarin-078-179-621220,1400,Mandarin
mandarin-078-181-630430,710,Mandarin
mandarin-078-208-697490,1790,Mandarin
mandarin-079-008-31370,2020,Mandarin
mandarin-079-015-48380,930,Mandarin
mandarin-079-019-55980,-5100,Mandarin
mandarin-079-044-125610,-3580,Mandarin
mandarin-079-086-201540,830,Mandarin
mandarin-079-097-237870,-2050.000000000029,Mandarin
mandarin-079-130-298000,-1630,Mandarin
mandarin-079-135-307380,-430,Mandarin
mandarin-079-137-312680,-140,Mandarin
mandarin-079-156-347360,-590,Mandarin
mandarin-079-163-362290,-60,Mandarin
mandarin-079-226-516950,-2959.9999999998836,Mandarin
mandarin-079-232-535290,1240,Mandarin
mandarin-079-240-554270,550,Mandarin
mandarin-079-243-558000,60,Mandarin
mandarin-079-257-605820,-1350,Mandarin
mandarin-079-261-612360,200,Mandarin
mandarin-080-006-131820,80,Mandarin
mandarin-080-011-135950,690,Mandarin
mandarin-080-025-153620,1070,Mandarin
mandarin-080-027-158140,540,Mandarin
mandarin-080-029-160940,690,Mandarin
mandarin-080-033-166090,940,Mandarin
mandarin-080-035-168440,-130,Mandarin
mandarin-080-037-173110,890,Mandarin
mandarin-080-039-178680,3130,Mandarin
mandarin-080-041-183980,940,Mandarin
mandarin-080-043-187630,1310,Mandarin
mandarin-080-049-196030,870,Mandarin
mandarin-080-051-200560,830,Mandarin
mandarin-080-053-205000,1120,Mandarin
mandarin-080-055-208550,610,Mandarin
mandarin-080-058-213840,80,Mandarin
mandarin-080-060-218720,950,Mandarin
mandarin-080-062-224060,870,Mandarin
mandarin-080-064-226900,810,Mandarin
mandarin-080-068-233800,540,Mandarin
mandarin-080-070-237850,630,Mandarin
mandarin-080-074-242120,2270,Mandarin
mandarin-080-076-245060,540,Mandarin
mandarin-080-080-253910,1340,Mandarin
mandarin-080-082-256060,420,Mandarin
mandarin-080-084-258720,450.0000000000582,Mandarin
mandarin-080-088-265670,1860,Mandarin
mandarin-080-090-268840,420,Mandarin
mandarin-080-092-271360,890,Mandarin
mandarin-080-094-273620,650,Mandarin
mandarin-080-099-287780,760,Mandarin
mandarin-080-101-293140,420,Mandarin
mandarin-080-104-300630,-80,Mandarin
mandarin-080-106-305630,1040,Mandarin
mandarin-080-108-308110,640,Mandarin
mandarin-080-111-317910,830,Mandarin
mandarin-080-113-323340,1400,Mandarin
mandarin-080-115-326780,-440,Mandarin
mandarin-080-118-329550,-3530,Mandarin
mandarin-080-123-341230,650,Mandarin
mandarin-080-130-356750,-60,Mandarin
mandarin-080-136-375910,310,Mandarin
mandarin-080-138-384570,-230,Mandarin
mandarin-080-140-390780,1830,Mandarin
mandarin-080-152-409050,60,Mandarin
mandarin-080-158-415720,0,Mandarin
mandarin-080-174-439120,-400,Mandarin
mandarin-080-178-445860,-60,Mandarin
mandarin-080-180-447050,130,Mandarin
mandarin-080-184-451970,170,Mandarin
mandarin-080-186-456160,0,Mandarin
mandarin-080-188-458880,130,Mandarin
mandarin-080-196-480790,-570,Mandarin
mandarin-080-200-489470,-460,Mandarin
mandarin-080-202-491060,-140,Mandarin
mandarin-080-205-500900,1170,Mandarin
mandarin-080-214-520900,-600,Mandarin
mandarin-080-216-524280,2780,Mandarin
mandarin-080-218-532060,980,Mandarin
mandarin-080-220-542050,1380,Mandarin
mandarin-080-226-549830,280,Mandarin
mandarin-080-228-553450,-190,Mandarin
mandarin-080-231-560110,750,Mandarin
mandarin-080-233-563670,520,Mandarin
mandarin-080-250-597310,2460,Mandarin
mandarin-080-254-604110,270,Mandarin
mandarin-080-262-614290,1040,Mandarin
mandarin-080-271-627860,-320,Mandarin
mandarin-080-276-639830,120,Mandarin
mandarin-080-279-645420,-190,Mandarin
mandarin-080-281-650640,1250,Mandarin
mandarin-080-286-663210,1140,Mandarin
mandarin-080-296-691080,-80,Mandarin
mandarin-080-300-696540,60,Mandarin
mandarin-080-311-718420,-100,Mandarin
mandarin-081-012-133700,-140,Mandarin
mandarin-081-021-153390,-1560,Mandarin
mandarin-081-027-163850,310,Mandarin
mandarin-081-032-171520,-690,Mandarin
mandarin-081-051-210300,-210,Mandarin
mandarin-081-063-241250,-1790,Mandarin
mandarin-081-066-245170,-160,Mandarin
mandarin-081-073-258750,-230.0000000000291,Mandarin
mandarin-081-081-272140,920,Mandarin
mandarin-081-086-284530,-870,Mandarin
mandarin-081-088-287270,210,Mandarin
mandarin-081-144-407190,-670,Mandarin
mandarin-081-169-445690,410,Mandarin
mandarin-081-183-467600,-640,Mandarin
mandarin-081-210-517020,550,Mandarin
mandarin-081-222-532380,760,Mandarin
mandarin-081-228-546100,670,Mandarin
mandarin-081-232-551300,220,Mandarin
mandarin-081-238-560140,-50,Mandarin
mandarin-081-244-568330,-1010,Mandarin
mandarin-081-252-581350,-240,Mandarin
mandarin-081-267-605800,400,Mandarin
mandarin-081-270-607070,-2060,Mandarin
mandarin-081-272-609390,260,Mandarin
mandarin-081-274-612510,-270,Mandarin
mandarin-081-284-625390,340,Mandarin
mandarin-081-311-671130,-1090,Mandarin
mandarin-081-323-690090,1330,Mandarin
mandarin-081-336-702050,-190,Mandarin
mandarin-082-011-146480,-3670,Mandarin
mandarin-082-020-174590,330,Mandarin
mandarin-082-041-247150,-210,Mandarin
mandarin-082-070-344380,289.9999999999418,Mandarin
mandarin-082-101-446570,-2200,Mandarin
mandarin-082-105-461590,610.0000000000582,Mandarin
mandarin-082-130-567520,-90,Mandarin
mandarin-082-132-575200,560,Mandarin
mandarin-082-178-720730,-340,Mandarin
mandarin-083-010-127700,620,Mandarin
mandarin-083-012-130430,920.0000000000146,Mandarin
mandarin-083-047-180830,-140,Mandarin
mandarin-083-078-213360,220,Mandarin
mandarin-083-103-237120,1190,Mandarin
mandarin-083-113-244120,-740,Mandarin
mandarin-083-116-246860,80,Mandarin
mandarin-083-137-274930,-1010,Mandarin
mandarin-083-142-283120,-50,Mandarin
mandarin-083-150-291840,760.0000000000582,Mandarin
mandarin-083-154-295130,-1279.9999999999418,Mandarin
mandarin-083-158-301960,-1000,Mandarin
mandarin-083-175-318950,460,Mandarin
mandarin-083-182-332100,-100,Mandarin
mandarin-083-187-338200,870,Mandarin
mandarin-083-195-345890,950,Mandarin
mandarin-083-201-351440,-580,Mandarin
mandarin-083-252-408830,660,Mandarin
mandarin-083-259-418020,-230,Mandarin
mandarin-083-273-434100,-490,Mandarin
mandarin-083-276-439270,-1200,Mandarin
mandarin-083-282-447860,1010,Mandarin
mandarin-083-284-449200,60,Mandarin
mandarin-083-317-488300,450,Mandarin
mandarin-083-347-519400,100.0000000000582,Mandarin
mandarin-083-369-546710,70,Mandarin
mandarin-083-378-556390,-170,Mandarin
mandarin-083-382-560640,890,Mandarin
mandarin-083-399-580910,20,Mandarin
mandarin-083-431-611030,860,Mandarin
mandarin-083-465-648170,50,Mandarin
mandarin-083-468-650870,170,Mandarin
mandarin-083-471-656530,240,Mandarin
mandarin-083-473-659700,660,Mandarin
mandarin-083-475-661900,420,Mandarin
mandarin-083-505-698620,1040,Mandarin
mandarin-083-518-713170,-700,Mandarin
mandarin-083-520-716730,720,Mandarin
mandarin-084-016-153740,800,Mandarin
mandarin-084-024-172920,410.0000000000291,Mandarin
mandarin-084-036-200510,1770,Mandarin
mandarin-084-047-220920,180.0000000000291,Mandarin
mandarin-084-051-228780,-180,Mandarin
mandarin-084-056-235400,2060,Mandarin
mandarin-084-058-238800,320,Mandarin
mandarin-084-060-242440,290,Mandarin
mandarin-084-074-279470,0,Mandarin
mandarin-084-082-300730,-90,Mandarin
mandarin-084-089-312270,-1280,Mandarin
mandarin-084-101-351980,130,Mandarin
mandarin-084-104-357430,770.0000000000582,Mandarin
mandarin-084-110-384400,1600,Mandarin
mandarin-084-115-400080,1310,Mandarin
mandarin-084-123-422800,590,Mandarin
mandarin-084-126-436050,1410,Mandarin
mandarin-084-142-511770,480,Mandarin
mandarin-084-144-514520,800,Mandarin
mandarin-084-146-519540,1569.9999999999418,Mandarin
mandarin-084-161-557060,1330,Mandarin
mandarin-084-170-587010,1440,Mandarin
mandarin-084-188-676440,880,Mandarin
mandarin-084-197-714780,60,Mandarin
mandarin-085-011-145940,-160,Mandarin
mandarin-085-014-149770,-690,Mandarin
mandarin-085-029-179200,40,Mandarin
mandarin-085-043-207120,100,Mandarin
mandarin-085-045-213090,230,Mandarin
mandarin-085-047-215380,350,Mandarin
mandarin-085-053-231800,-1350,Mandarin
mandarin-085-055-235220,-60,Mandarin
mandarin-085-060-240200,2590,Mandarin
mandarin-085-084-297700,580,Mandarin
mandarin-085-087-309670,80,Mandarin
mandarin-085-092-318810,-2880,Mandarin
mandarin-085-105-347940,520,Mandarin
mandarin-085-107-350610,140,Mandarin
mandarin-085-110-354350,130,Mandarin
mandarin-085-117-372910,150,Mandarin
mandarin-085-119-376430,2020,Mandarin
mandarin-085-122-382980,130,Mandarin
mandarin-085-125-389740,840,Mandarin
mandarin-085-167-493580,-1460,Mandarin
mandarin-085-169-498390,370,Mandarin
mandarin-085-177-518900,110.0000000000582,Mandarin
mandarin-085-191-559150,-5360,Mandarin
mandarin-085-200-594610,30,Mandarin
mandarin-085-207-607100,-100,Mandarin
mandarin-085-231-690040,840,Mandarin
mandarin-085-245-711370,-1840,Mandarin
mandarin-086-006-133260,460,Mandarin
mandarin-086-011-143710,789.9999999999709,Mandarin
mandarin-086-018-156640,600,Mandarin
mandarin-086-027-175580,629.9999999999709,Mandarin
mandarin-086-031-185260,-810,Mandarin
mandarin-086-049-237730,750,Mandarin
mandarin-086-084-328090,640,Mandarin
mandarin-086-088-338000,1940,Mandarin
mandarin-086-134-470320,729.9999999999418,Mandarin
mandarin-086-143-491610,-1380,Mandarin
mandarin-086-158-538340,120,Mandarin
mandarin-086-162-545850,6150,Mandarin
mandarin-086-184-581120,270,Mandarin
mandarin-086-197-608170,150,Mandarin
mandarin-086-206-633400,-70,Mandarin
mandarin-086-208-637720,600,Mandarin
mandarin-086-223-688940,1630,Mandarin
mandarin-087-205-416560,-390,Mandarin
mandarin-087-222-440880,40,Mandarin
mandarin-088-035-159420,-339.9999999999709,Mandarin
mandarin-088-047-178230,730,Mandarin
mandarin-088-334-558890,-590,Mandarin
mandarin-088-422-657280,1620,Mandarin
mandarin-088-427-663310,-30,Mandarin
mandarin-088-464-717830,730,Mandarin
mandarin-089-004-127170,270,Mandarin
mandarin-089-013-140410,290,Mandarin
mandarin-089-032-176000,340,Mandarin
mandarin-089-037-182050,-130,Mandarin
mandarin-089-039-186210,-610,Mandarin
mandarin-089-068-224190,40,Mandarin
mandarin-089-072-230670,170.0000000000291,Mandarin
mandarin-089-078-240650,-10,Mandarin
mandarin-089-081-246000,-2700,Mandarin
mandarin-089-096-264770,140,Mandarin
mandarin-089-122-296970,-660,Mandarin
mandarin-089-150-358240,200,Mandarin
mandarin-089-169-404380,310,Mandarin
mandarin-089-240-523780,-50.00000000005821,Mandarin
mandarin-089-242-527830,-1910,Mandarin
mandarin-089-324-657420,30,Mandarin
mandarin-089-355-705800,0,Mandarin
mandarin-089-359-713000,-2750,Mandarin
mandarin-090-015-143210,480,Mandarin
mandarin-090-019-148980,580,Mandarin
mandarin-090-023-154860,770,Mandarin
mandarin-090-026-162050,-340,Mandarin
mandarin-090-028-178890,-150,Mandarin
mandarin-090-031-187670,-40,Mandarin
mandarin-090-036-207240,1330,Mandarin
mandarin-090-038-210640,1040,Mandarin
mandarin-090-042-218480,-1980,Mandarin
mandarin-090-077-316290,820,Mandarin
mandarin-090-081-322740,-40,Mandarin
mandarin-090-091-373780,-110,Mandarin
mandarin-090-096-397130,210,Mandarin
mandarin-090-114-447970,210,Mandarin
mandarin-090-122-474040,1660,Mandarin
mandarin-090-131-493550,-1260,Mandarin
mandarin-090-156-594210,370,Mandarin
mandarin-090-169-631880,400,Mandarin
mandarin-090-172-645490,670,Mandarin
mandarin-090-176-657050,-1630,Mandarin
mandarin-091-011-169750,-1990,Mandarin
mandarin-091-026-191680,-1540,Mandarin
mandarin-091-031-202850,-850,Mandarin
mandarin-091-036-218610,700,Mandarin
mandarin-091-039-225360,-190,Mandarin
mandarin-091-045-243660,1220,Mandarin
mandarin-091-049-250800,-4090,Mandarin
mandarin-091-061-281610,-1150,Mandarin
mandarin-091-067-297740,2310,Mandarin
mandarin-091-079-328450,-5760,Mandarin
mandarin-091-176-554760,440,Mandarin
mandarin-091-179-558880,-290,Mandarin
mandarin-091-196-592810,410,Mandarin
mandarin-091-200-598620,-1200,Mandarin
mandarin-091-239-682250,-450,Mandarin
mandarin-091-243-685690,-3560,Mandarin
mandarin-092-008-141460,-3540,Mandarin
mandarin-092-014-154840,1050,Mandarin
mandarin-092-018-163990,-1920,Mandarin
mandarin-092-030-192750,590,Mandarin
mandarin-092-041-222050,-29.999999999970896,Mandarin
mandarin-092-071-313230,450,Mandarin
mandarin-092-082-345420,430,Mandarin
mandarin-092-089-368420,3770,Mandarin
mandarin-092-114-447220,-4170,Mandarin
mandarin-092-125-484050,730,Mandarin
mandarin-092-127-489620,-350,Mandarin
mandarin-092-130-496770,680,Mandarin
mandarin-092-188-672070,-2990,Mandarin
mandarin-093-003-124770,1770,Mandarin
mandarin-093-007-135300,1220,Mandarin
mandarin-093-010-140160,-3090,Mandarin
mandarin-093-015-162320,2030,Mandarin
mandarin-093-023-185450,640,Mandarin
mandarin-093-030-211210,-1040,Mandarin
mandarin-093-043-264200,980,Mandarin
mandarin-093-052-290890,-130,Mandarin
mandarin-093-057-309250,1330,Mandarin
mandarin-093-064-337120,250,Mandarin
mandarin-093-112-463670,520,Mandarin
mandarin-093-145-536450,-870,Mandarin
mandarin-093-152-569910,-7860,Mandarin
mandarin-093-156-584340,1120,Mandarin
mandarin-093-165-614280,1940,Mandarin
mandarin-093-170-623500,180,Mandarin
mandarin-093-178-643170,0,Mandarin
mandarin-093-181-646390,1130,Mandarin
mandarin-093-185-659500,710,Mandarin
mandarin-093-189-667560,230,Mandarin
mandarin-093-210-705600,0,Mandarin
mandarin-094-015-224930,230,Mandarin
mandarin-094-019-232120,870,Mandarin
mandarin-094-054-300550,770,Mandarin
mandarin-094-057-315780,-1330,Mandarin
mandarin-094-061-324430,600,Mandarin
mandarin-094-069-337990,-20,Mandarin
mandarin-094-079-353880,520,Mandarin
mandarin-094-105-402680,170,Mandarin
mandarin-094-108-409790,-20,Mandarin
mandarin-094-121-443910,460,Mandarin
mandarin-094-135-468580,290,Mandarin
mandarin-094-141-476150,309.9999999999418,Mandarin
mandarin-095-004-126340,-1210,Mandarin
mandarin-095-031-194140,40,Mandarin
mandarin-095-035-205570,-190,Mandarin
mandarin-095-042-215350,600,Mandarin
mandarin-095-045-218370,2140,Mandarin
mandarin-095-052-237670,1820.000000000029,Mandarin
mandarin-095-055-246200,780,Mandarin
mandarin-095-058-256690,209.9999999999709,Mandarin
mandarin-095-061-264380,-60,Mandarin
mandarin-095-065-270970,-20,Mandarin
mandarin-095-069-283210,410,Mandarin
mandarin-095-083-313040,-1660,Mandarin
mandarin-095-093-333350,-40,Mandarin
mandarin-095-101-349780,1730,Mandarin
mandarin-095-107-361630,1170,Mandarin
mandarin-095-132-422630,940,Mandarin
mandarin-095-134-426300,-190,Mandarin
mandarin-095-136-430260,-130,Mandarin
mandarin-095-141-437370,-1920,Mandarin
mandarin-095-146-446760,230,Mandarin
mandarin-095-161-475500,360,Mandarin
mandarin-095-165-480950,540,Mandarin
mandarin-095-167-482890,1150,Mandarin
mandarin-095-175-502850,360,Mandarin
mandarin-095-231-636990,440,Mandarin
mandarin-095-242-661090,180,Mandarin
mandarin-095-245-671130,210,Mandarin
mandarin-095-247-678110,790,Mandarin
mandarin-095-252-695230,790,Mandarin
mandarin-096-017-183370,970,Mandarin
mandarin-096-019-189010,890,Mandarin
mandarin-096-041-247620,390,Mandarin
mandarin-096-061-319570,100,Mandarin
mandarin-096-089-414910,-60.00000000005821,Mandarin
mandarin-096-091-429710,-2180,Mandarin
mandarin-096-118-579530,440,Mandarin
mandarin-096-122-598750,-2210,Mandarin
mandarin-096-133-628830,5010,Mandarin
mandarin-096-136-638200,100,Mandarin
mandarin-097-029-208990,1740,Mandarin
mandarin-097-034-215100,320,Mandarin
mandarin-097-050-247800,20,Mandarin
mandarin-097-052-249120,-20,Mandarin
mandarin-097-067-287960,-290,Mandarin
mandarin-097-078-312710,-290,Mandarin
mandarin-097-085-325300,270,Mandarin
mandarin-097-143-466860,490,Mandarin
mandarin-097-168-522620,130,Mandarin
mandarin-097-171-528380,680,Mandarin
mandarin-097-174-536220,750,Mandarin
mandarin-097-181-552210,100,Mandarin
mandarin-097-191-577780,280,Mandarin
mandarin-097-193-583990,320,Mandarin
mandarin-097-195-588330,1050,Mandarin
mandarin-097-197-593800,50,Mandarin
mandarin-097-241-700140,-200,Mandarin
mandarin-098-009-416060,730,Mandarin
mandarin-098-013-420690,-360,Mandarin
mandarin-098-018-431130,-1360,Mandarin
mandarin-098-031-458330,-800,Mandarin
mandarin-098-037-470920,160,Mandarin
mandarin-098-107-651770,1050,Mandarin
mandarin-098-113-668230,-490,Mandarin
mandarin-099-004-133630,-450,Mandarin
mandarin-099-013-151940,-6030,Mandarin
mandarin-099-033-217970,-3950.000000000029,Mandarin
mandarin-099-043-245630,170,Mandarin
mandarin-099-071-317580,-3070,Mandarin
mandarin-099-091-358520,-3920,Mandarin
mandarin-099-127-444540,-110,Mandarin
mandarin-099-140-469600,250,Mandarin
mandarin-099-147-484140,-100,Mandarin
mandarin-099-161-506290,-3120,Mandarin
mandarin-099-177-540380,-9010,Mandarin
mandarin-099-217-642830,-560,Mandarin
mandarin-099-219-649850,900,Mandarin
mandarin-099-249-718450,-320,Mandarin
mandarin-100-009-145440,290,Mandarin
mandarin-100-015-152740,40,Mandarin
mandarin-100-024-175680,440,Mandarin
mandarin-100-027-181160,0,Mandarin
mandarin-100-044-218370,-170,Mandarin
mandarin-100-053-242710,130,Mandarin
mandarin-100-057-249630,670,Mandarin
mandarin-100-060-252840,370,Mandarin
mandarin-100-077-296490,180,Mandarin
mandarin-100-083-307960,1270,Mandarin
mandarin-100-093-328530,70,Mandarin
mandarin-100-122-378020,-120,Mandarin
mandarin-100-129-392480,560,Mandarin
mandarin-100-140-415800,20,Mandarin
mandarin-100-151-434090,320,Mandarin
mandarin-100-153-435280,210,Mandarin
mandarin-100-155-435590,-120,Mandarin
mandarin-100-157-439180,-60,Mandarin
mandarin-100-248-631050,-1500,Mandarin
mandarin-101-082-268450,-40,Mandarin
mandarin-101-202-467780,-330,Mandarin
mandarin-101-333-644930,450,Mandarin
mandarin-102-009-135690,630,Mandarin
mandarin-102-030-178730,120,Mandarin
mandarin-102-032-180460,290,Mandarin
mandarin-102-039-187950,1960,Mandarin
mandarin-102-042-193730,-100,Mandarin
mandarin-102-048-205380,0,Mandarin
mandarin-102-075-254020,1060,Mandarin
mandarin-102-079-255750,130,Mandarin
mandarin-102-086-264630,120,Mandarin
mandarin-102-088-266640,250,Mandarin
mandarin-102-090-269240,120,Mandarin
mandarin-102-096-278290,430,Mandarin
mandarin-102-098-279320,190,Mandarin
mandarin-102-105-288220,80,Mandarin
mandarin-102-109-294520,170,Mandarin
mandarin-102-113-303840,-60,Mandarin
mandarin-102-115-307420,800,Mandarin
mandarin-102-117-308770,-70,Mandarin
mandarin-102-131-331990,270,Mandarin
mandarin-102-138-346670,-20,Mandarin
mandarin-102-147-358740,60,Mandarin
mandarin-102-149-361540,60,Mandarin
mandarin-102-151-363830,60,Mandarin
mandarin-102-172-401500,340.0000000000582,Mandarin
mandarin-102-185-419950,1060,Mandarin
mandarin-102-188-427460,560,Mandarin
mandarin-102-192-437990,1100,Mandarin
mandarin-102-200-453930,960,Mandarin
mandarin-102-204-461810,1860,Mandarin
mandarin-102-211-470630,690,Mandarin
mandarin-102-242-531360,210,Mandarin
mandarin-102-276-607310,370,Mandarin
mandarin-102-286-626960,-140,Mandarin
mandarin-102-310-684950,-70,Mandarin
mandarin-102-318-698820,-250,Mandarin
mandarin-103-022-158820,100,Mandarin
mandarin-103-030-169940,60,Mandarin
mandarin-103-065-209410,110,Mandarin
mandarin-103-083-237800,-50,Mandarin
mandarin-103-110-279100,-100,Mandarin
mandarin-103-119-304220,1170,Mandarin
mandarin-103-124-315780,-20,Mandarin
mandarin-103-129-321710,300,Mandarin
mandarin-103-131-325440,-2780,Mandarin
mandarin-103-134-330880,60,Mandarin
mandarin-103-174-415310,50,Mandarin
mandarin-103-176-418230,-110.0000000000582,Mandarin
mandarin-103-181-426470,1030,Mandarin
mandarin-103-187-437000,440,Mandarin
mandarin-103-217-484910,650,Mandarin
mandarin-103-219-488910,1400,Mandarin
mandarin-103-237-520120,1200.0000000000582,Mandarin
mandarin-103-271-577720,-100,Mandarin
mandarin-103-334-695380,-50,Mandarin
mandarin-103-345-707970,-10,Mandarin
mandarin-104-018-144120,-1000,Mandarin
mandarin-104-021-147480,-480,Mandarin
mandarin-104-045-179930,150,Mandarin
mandarin-104-047-187100,460,Mandarin
mandarin-104-062-208730,170,Mandarin
mandarin-104-097-254230,-130,Mandarin
mandarin-104-099-256720,-39.999999999970896,Mandarin
mandarin-104-110-271920,-60,Mandarin
mandarin-104-142-324600,20,Mandarin
mandarin-104-144-326490,100,Mandarin
mandarin-104-146-331620,40,Mandarin
mandarin-104-148-332770,0,Mandarin
mandarin-104-162-352560,20,Mandarin
mandarin-104-195-398490,130,Mandarin
mandarin-104-214-426310,-640,Mandarin
mandarin-104-216-430240,-320,Mandarin
mandarin-104-231-455100,0,Mandarin
mandarin-104-235-459790,470,Mandarin
mandarin-104-240-466110,250,Mandarin
mandarin-104-255-491410,210,Mandarin
mandarin-104-257-493250,460,Mandarin
mandarin-104-305-555830,410,Mandarin
mandarin-104-312-563030,100,Mandarin
mandarin-104-315-564140,480,Mandarin
mandarin-104-317-564990,600,Mandarin
mandarin-104-345-605800,-480,Mandarin
mandarin-104-351-617330,420,Mandarin
mandarin-104-358-624670,210,Mandarin
mandarin-104-385-655700,250,Mandarin
mandarin-104-399-676200,440,Mandarin
mandarin-104-417-706170,560,Mandarin
mandarin-105-009-133340,440,Mandarin
mandarin-105-020-170990,-980,Mandarin
mandarin-105-036-198850,-50,Mandarin
mandarin-105-096-321840,-360,Mandarin
mandarin-105-100-331230,-30,Mandarin
mandarin-105-120-364250,20,Mandarin
mandarin-105-123-367480,-180,Mandarin
mandarin-105-130-379630,-160,Mandarin
mandarin-105-182-482500,-2050,Mandarin
mandarin-105-191-511240,-650,Mandarin
mandarin-105-213-563460,100,Mandarin
mandarin-105-238-614050,-260,Mandarin
mandarin-105-270-673940,-820,Mandarin
mandarin-105-281-694780,4070,Mandarin
mandarin-105-286-707180,520,Mandarin
mandarin-106-009-132170,300,Mandarin
mandarin-106-029-177960,4180,Mandarin
mandarin-106-038-197050,4150,Mandarin
mandarin-106-047-211410,989.9999999999708,Mandarin
mandarin-106-049-212460,100,Mandarin
mandarin-106-066-250870,0,Mandarin
mandarin-106-075-264140,280,Mandarin
mandarin-106-077-266030,130,Mandarin
mandarin-106-080-269870,780,Mandarin
mandarin-106-083-272880,830,Mandarin
mandarin-106-087-279700,-40,Mandarin
mandarin-106-089-283610,940,Mandarin
mandarin-106-094-293230,60,Mandarin
mandarin-106-097-298980,470,Mandarin
mandarin-106-102-304180,930,Mandarin
mandarin-106-130-365200,-230,Mandarin
mandarin-106-134-371340,1120,Mandarin
mandarin-106-142-383800,1100,Mandarin
mandarin-106-158-423800,-830,Mandarin
mandarin-106-174-460560,290,Mandarin
mandarin-106-207-522420,-1260,Mandarin
mandarin-106-223-557960,1790,Mandarin
mandarin-106-265-656650,970,Mandarin
mandarin-106-270-665220,410,Mandarin
mandarin-106-272-669330,50,Mandarin
mandarin-106-277-675650,260,Mandarin
